"","estimate","std. error","z","p","reVar"
"1",-3.88156379794312,0.412435775368895,-9.41131693648866,4.89959010210077e-21,4e-14
"2",-4.5849674785031,0.58028291083906,-7.90126228579343,2.76092986680536e-15,5.5203511223688e-13
"3",-3.35689712276548,0.321689902154607,-10.4351958214471,1.71260278493947e-25,0
"4",-4.58496744840229,0.580288058654919,-7.90119214072755,2.76248428217267e-15,7.63504155124614e-16
"5",-3.58698514641591,0.358413595781718,-10.0079494434147,1.40637243718036e-23,1.8884453959922e-14
"6",-5.69035934622236,1.00168234509985,-5.68080227634951,1.34064389197813e-08,0
